,idx
839,2530
840,2537
841,2542
842,2545
843,2547
844,2552
845,2553
846,2556
847,2557
848,2564
849,2571
850,2572
851,2576
852,2577
853,2578
854,2579
855,2586
856,2593
857,2606
858,2607
859,2608
860,2609
861,2619
862,2621
863,2622
864,2623
865,2624
866,2625
867,2637
868,2648
869,2656
870,2657
871,2658
872,2661
873,2665
874,2671
875,2681
876,2683
877,2686
878,2691
879,2696
880,2698
881,2699
882,2701
883,2704
884,2705
885,2707
886,2708
887,2712
888,2713
889,2719
890,2720
891,2726
892,2728
893,2729
894,2735
895,2739
896,2742
897,2744
898,2745
899,2751
900,2753
901,2754
902,2760
903,2766
904,2776
905,2778
906,2785
907,2786
908,2794
909,2795
910,2823
911,2824
912,2825
913,2826
914,2827
915,2830
916,2847
917,2853
918,2860
919,2870
920,2878
921,2884
922,2885
923,2887
924,2889
925,2892
926,2893
927,2896
928,2901
929,2903
930,2906
931,2907
932,2910
933,2918
934,2920
935,2921
936,2922
937,2925
938,2928
939,2930
940,2936
941,2937
942,2942
943,2947
944,2962
945,2966
946,2967
947,2968
948,2980
949,2982
950,2987
951,2992
952,2995
953,2996
954,2997
955,3003
956,3005
957,3006
958,3009
959,3017
960,3018
961,3021
962,3022
963,3024
964,3032
965,3040
966,3041
967,3055
968,3056
969,3057
970,3058
971,3071
972,3072
973,3073
974,3074
975,3076
976,3077
977,3079
978,3081
979,3082
980,3085
981,3088
982,3093
983,3094
984,3101
985,3103
986,3108
987,3110
988,3111
989,3121
990,3122
991,3130
992,3137
993,3138
994,3142
995,3144
996,3146
997,3149
998,3150
999,3152
1000,3154
1001,3158
1002,3160
1003,3161
1004,3162
1005,3163
1006,3164
1007,3167
1008,3170
1009,3171
1010,3172
1011,3174
1012,3176
1013,3177
1014,3190
1015,3197
1016,3200
1017,3203
1018,3204
1019,3205
1020,3207
1021,3209
1022,3213
1023,3216
1024,3218
1025,3219
1026,3224
1027,3225
1028,3227
1029,3228
1030,3231
1031,3232
1032,3237
1033,3240
1034,3243
1035,3246
1036,3247
1037,3249
1038,3250
1039,3251
1040,3258
1041,3263
1042,3272
1043,3277
1044,3281
1045,3289
1046,3291
1047,3294
1048,3296
1049,3297
1050,3299
1051,3304
1052,3305
1053,3306
1054,3309
1055,3316
1056,3317
1057,3318
1058,3321
1059,3326
1060,3327
1061,3328
1062,3338
1063,3343
1064,3351
1065,3355
1066,3362
1067,3363
1068,3369
1069,3378
1070,3383
1071,3384
1072,3387
1073,3392
1074,3393
1075,3394
1076,3395
1077,3396
1078,3397
1079,3398
1080,3399
1081,3408
1082,3410
1083,3411
1084,3412
1085,3414
1086,3416
1087,3417
1088,3418
1089,3421
1090,3422
1091,3426
1092,3427
1093,3428
1094,3430
1095,3432
1096,3438
1097,3441
1098,3443
1099,3444
1100,3447
1101,3449
1102,3450
1103,3451
1104,3453
1105,3458
1106,3464
1107,3465
1108,3466
1109,3467
1110,3475
1111,3476
1112,3477
1113,3480
1114,3481
1115,3482
1116,3489
1117,3495
1118,3498
1119,3499
1120,3500
1121,3503
1122,3506
1123,3507
1124,3511
1125,3514
1126,3515
1127,3516
1128,3519
1129,3520
1130,3525
1131,3527
1132,3530
1133,3533
1134,3537
1135,3538
1136,3549
1137,3562
1138,3563
1139,3567
1140,3569
1141,3573
1142,3574
1143,3576
1144,3577
1145,3578
1146,3579
1147,3582
1148,3583
1149,3596
1150,3598
1151,3599
1152,3615
1153,3617
1154,3622
1155,3624
1156,3625
1157,3628
1158,3629
1159,3632
1160,3635
1161,3636
1162,3640
1163,3642
1164,3645
1165,3648
1166,3659
1167,3663
1168,3667
1169,3668
1170,3669
1171,3670
1172,3680
1173,3683
1174,3684
1175,3685
1176,3687
1177,3691
1178,3692
1179,3697
1180,3699
1181,3700
1182,3704
1183,3705
1184,3708
1185,3711
1186,3712
1187,3715
1188,3716
1189,3719
1190,3724
1191,3725
1192,3728
1193,3730
1194,3733
1195,3734
1196,3736
1197,3738
1198,3739
1199,3740
1200,3741
1201,3742
1202,3753
1203,3759
1204,3760
1205,3761
1206,3762
1207,3776
1208,3779
1209,3782
1210,3786
1211,3795
1212,3796
1213,3797
1214,3798
1215,3799
1216,3801
1217,3805
1218,3807
1219,3811
1220,3812
1221,3818
1222,3819
1223,3825
1224,3826
1225,3827
1226,3829
1227,3835
1228,3839
1229,3840
1230,3842
1231,3843
1232,3844
1233,3846
1234,3847
1235,3849
1236,3855
1237,3862
1238,3866
1239,3868
1240,3871
1241,3873
1242,3875
1243,3876
1244,3877
1245,3884
1246,3887
1247,3894
1248,3896
1249,3897
1250,3899
1251,3901
1252,3904
1253,3906
1254,3907
1255,3909
1256,3919
1257,3923
1258,3925
1259,3926
1260,3927
1261,3928
1262,3934
1263,3935
1264,3936
1265,3937
1266,3941
1267,3942
1268,3954
1269,3959
1270,3961
1271,3963
1272,3967
1273,3968
1274,3980
1275,3984
1276,3985
1277,3986
1278,3987
1279,3988
1280,3989
1281,3990
1282,3995
1283,3996
1284,3999
1285,4004
1286,4006
1287,4007
1288,4012
1289,4013
1290,4015
1291,4017
1292,4018
1293,4027
1294,4029
1295,4032
1296,4033
1297,4034
1298,4035
1299,4036
1300,4037
1301,4038
1302,4049
1303,4051
1304,4053
1305,4062
1306,4063
1307,4064
1308,4066
1309,4067
1310,4069
1311,4070
1312,4071
1313,4072
1314,4076
1315,4077
1316,4079
1317,4088
1318,4089
1319,4091
1320,4092
1321,4094
1322,4096
1323,4097
1324,4098
1325,4103
1326,4105
1327,4109
1328,4111
1329,4113
1330,4117
1331,4118
1332,4120
1333,4121
1334,4124
1335,4126
1336,4127
1337,4132
1338,4133
1339,4139
1340,4140
1341,4141
1342,4142
1343,4144
1344,4149
1345,4156
1346,4157
1347,4165
1348,4172
1349,4174
1350,4184
1351,4185
1352,4192
1353,4194
1354,4195
1355,4198
1356,4201
1357,4209
1358,4210
1359,4213
1360,4214
1361,4215
1362,4217
1363,4219
1364,4221
1365,4224
1366,4230
1367,4243
1368,4250
1369,4251
1370,4252
1371,4253
1372,4254
1373,4255
1374,4257
1375,4261
1376,4264
1377,4265
1378,4268
1379,4273
1380,4274
1381,4282
1382,4283
1383,4285
1384,4289
1385,4292
1386,4294
1387,4297
1388,4299
1389,4300
1390,4302
1391,4308
1392,4309
1393,4310
1394,4314
1395,4315
1396,4316
1397,4319
1398,4322
1399,4324
1400,4325
1401,4328
1402,4335
1403,4336
1404,4342
1405,4344
1406,4345
1407,4346
1408,4356
1409,4361
1410,4362
1411,4363
1412,4364
1413,4365
1414,4366
1415,4367
1416,4368
1417,4369
1418,4370
1419,4372
1420,4374
1421,4375
1422,4376
1423,4377
1424,4378
1425,4379
1426,4380
1427,4381
1428,4386
1429,4387
1430,4388
1431,4392
1432,4404
1433,4415
1434,4417
1435,4418
1436,4432
1437,4435
1438,4436
1439,4437
1440,4438
1441,4439
1442,4440
1443,4441
1444,4442
1445,4443
1446,4444
1447,4445
1448,4451
1449,4452
1450,4453
1451,4454
1452,4455
1453,4456
1454,4457
1455,4458
1456,4459
1457,4460
1458,4461
1459,4462
1460,4463
1461,4464
1462,4465
1463,4466
1464,4467
1465,4474
1466,4475
1467,4486
1468,4490
1469,4497
1470,4508
1471,4518
1472,4522
1473,4523
1474,4525
1475,4527
1476,4530
1477,4535
1478,4539
1479,4541
1480,4551
1481,4559
1482,4560
1483,4561
1484,4562
1485,4563
1486,4564
1487,4565
1488,4566
1489,4567
1490,4568
1491,4569
1492,4570
1493,4571
1494,4572
1495,4573
1496,4574
1497,4575
1498,4576
1499,4577
1500,4578
1501,4579
1502,4580
1503,4581
1504,4582
1505,4583
1506,4584
1507,4585
1508,4586
1509,4587
1510,4588
1511,4589
1512,4590
1513,4591
1514,4592
1515,4593
1516,4594
1517,4595
1518,4596
1519,4597
1520,4599
1521,4600
1522,4601
1523,4602
1524,4603
1525,4604
1526,4605
1527,4606
1528,4607
1529,4608
1530,4609
1531,4610
1532,4611
1533,4612
1534,4613
1535,4614
1536,4615
1537,4618
1538,4619
1539,4620
1540,4621
1541,4622
1542,4623
1543,4624
1544,4625
1545,4626
1546,4627
1547,4628
1548,4629
1549,4630
1550,4631
1551,4633
1552,4634
1553,4644
1554,4674
1555,4676
1556,4679
1557,4680
1558,4682
1559,4685
1560,4686
1561,4709
1562,4714
1563,4715
1564,4716
1565,4717
1566,4718
1567,4719
1568,4720
1569,4721
1570,4722
1571,4723
1572,4724
1573,4725
1574,4726
1575,4731
1576,4756
1577,4768
1578,4770
1579,4777
1580,4789
1581,4790
1582,4791
1583,4801
1584,4802
1585,4805
1586,4806
1587,4807
1588,4808
1589,4816
1590,4822
1591,4828
1592,4829
1593,4833
1594,4834
1595,4837
1596,4847
1597,4848
1598,4849
1599,4852
1600,4855
1601,4858
1602,4866
1603,4867
1604,4874
1605,4875
1606,4877
1607,4878
1608,4879
1609,4881
1610,4882
1611,4883
1612,4884
1613,4889
1614,4890
1615,4896
1616,4897
1617,4900
1618,4903
1619,4904
1620,4916
1621,4923
1622,4924
1623,4925
1624,4930
1625,4931
1626,4932
1627,4933
1628,4943
1629,4949
1630,4962
1631,4963
1632,4964
1633,4965
1634,4966
1635,4974
1636,4975
1637,4976
1638,4978
1639,4982
1640,4983
1641,4988
1642,4989
1643,4990
1644,4992
1645,4993
1646,5004
1647,5006
1648,5010
1649,5011
1650,5018
1651,5019
1652,5020
1653,5021
1654,5022
1655,5032
1656,5036
1657,5038
1658,5039
1659,5042
1660,5047
1661,5048
1662,5049
1663,5050
1664,5052
1665,5053
1666,5059
1667,5063
1668,5065
1669,5067
1670,5071
1671,5073
1672,5074
1673,5077
1674,5079
1675,5083
1676,5084
1677,5088
1678,5089
1679,5090
1680,5091
1681,5092
1682,5095
1683,5105
1684,5106
1685,5110
1686,5113
1687,5115
1688,5116
1689,5118
1690,5122
1691,5124
1692,5129
1693,5130
1694,5132
1695,5134
1696,5140
1697,5141
1698,5142
1699,5150
1700,5151
1701,5155
1702,5171
1703,5179
1704,5182
1705,5187
1706,5189
1707,5190
1708,5193
1709,5194
1710,5196
1711,5201
1712,5205
1713,5206
1714,5208
1715,5213
1716,5219
1717,5224
1718,5225
1719,5228
1720,5231
1721,5237
1722,5238
1723,5240
1724,5241
1725,5242
1726,5255
1727,5259
1728,5260
1729,5261
1730,5262
1731,5264
1732,5265
1733,5266
1734,5267
1735,5270
1736,5281
1737,5282
1738,5284
1739,5285
1740,5286
1741,5287
1742,5288
1743,5290
1744,5293
1745,5294
1746,5297
1747,5298
1748,5299
1749,5300
1750,5301
1751,5302
1752,5303
1753,5304
1754,5305
1755,5306
1756,5307
1757,5308
1758,5309
1759,5310
1760,5311
1761,5312
1762,5313
1763,5314
1764,5315
1765,5316
1766,5317
1767,5318
1768,5319
1769,5320
1770,5321
1771,5322
1772,5325
1773,5326
1774,5329
1775,5332
1776,5333
1777,5356
1778,5357
1779,5358
1780,5359
1781,5360
1782,5366
1783,5369
1784,5370
1785,5377
1786,5378
1787,5379
1788,5380
1789,5381
1790,5385
1791,5390
1792,5395
1793,5396
1794,5397
1795,5399
1796,5400
1797,5401
1798,5402
1799,5403
1800,5405
1801,5406
1802,5410
1803,5412
1804,5416
1805,5419
1806,5420
1807,5426
1808,5427
1809,5437
1810,5439
1811,5440
1812,5442
1813,5443
1814,5445
1815,5449
1816,5450
1817,5459
1818,5463
1819,5468
1820,5469
1821,5470
1822,5471
1823,5480
1824,5483
1825,5485
1826,5489
1827,5491
1828,5492
1829,5495
1830,5497
1831,5498
1832,5499
1833,5504
1834,5506
1835,5507
1836,5512
1837,5513
1838,5515
1839,5516
1840,5524
1841,5526
1842,5529
1843,5530
1844,5535
1845,5536
1846,5537
1847,5539
1848,5544
1849,5549
1850,5550
1851,5555
1852,5557
1853,5558
1854,5559
1855,5563
1856,5564
1857,5565
1858,5566
1859,5567
1860,5568
1861,5569
1862,5573
1863,5579
1864,5583
1865,5587
1866,5590
1867,5599
1868,5603
1869,5604
1870,5605
1871,5611
1872,5615
1873,5616
1874,5617
1875,5619
1876,5624
1877,5625
1878,5626
1879,5631
1880,5634
1881,5639
1882,5640
1883,5648
1884,5650
1885,5662
1886,5663
1887,5664
1888,5669
1889,5673
1890,5686
1891,5689
1892,5691
1893,5692
1894,5699
1895,5702
1896,5709
1897,5712
1898,5714
1899,5722
1900,5728
1901,5738
1902,5743
1903,5744
1904,5745
1905,5747
1906,5751
1907,5754
1908,5760
1909,5765
1910,5766
1911,5767
1912,5768
1913,5769
1914,5770
1915,5772
1916,5773
1917,5775
1918,5778
1919,5781
1920,5783
1921,5790
1922,5791
1923,5793
1924,5796
1925,5799
1926,5803
1927,5804
1928,5810
1929,5811
1930,5812
1931,5813
1932,5814
1933,5815
1934,5816
1935,5818
1936,5828
1937,5829
1938,5830
1939,5831
1940,5834
1941,5838
1942,5839
1943,5841
1944,5843
1945,5846
1946,5850
1947,5852
1948,5853
1949,5856
1950,5857
1951,5863
1952,5870
1953,5872
1954,5875
1955,5876
1956,5879
1957,5880
1958,5886
1959,5887
1960,5889
1961,5890
1962,5892
1963,5893
1964,5897
1965,5898
1966,5901
1967,5902
1968,5906
1969,5907
1970,5908
1971,5909
1972,5911
1973,5913
1974,5917
1975,5919
1976,5924
1977,5925
1978,5941
1979,5942
1980,5943
1981,5944
1982,5945
1983,5946
1984,5947
1985,5948
1986,5949
1987,5951
1988,5952
1989,5959
1990,5973
1991,5975
1992,5976
1993,5977
1994,5982
1995,5984
1996,5987
1997,5990
1998,5991
1999,5992
2000,5993
2001,6001
2002,6005
2003,6006
2004,6007
2005,6011
2006,6015
2007,6018
2008,6020
2009,6027
2010,6032
2011,6033
2012,6039
2013,6042
2014,6045
2015,6046
2016,6047
2017,6057
2018,6062
2019,6067
2020,6070
2021,6071
2022,6077
2023,6081
2024,6082
2025,6083
2026,6084
2027,6085
2028,6090
2029,6092
2030,6101
2031,6105
2032,6106
2033,6107
2034,6108
2035,6117
2036,6127
2037,6129
2038,6145
2039,6149
2040,6151
2041,6159
2042,6164
2043,6166
2044,6167
2045,6173
2046,6177
2047,6178
2048,6181
2049,6185
2050,6187
2051,6188
2052,6192
2053,6193
2054,6194
2055,6196
2056,6211
2057,6219
2058,6222
2059,6225
2060,6236
2061,6237
2062,6238
2063,6240
2064,6241
2065,6242
2066,6243
2067,6244
2068,6245
2069,6246
2070,6247
2071,6248
2072,6252
2073,6254
2074,6255
2075,6256
2076,6259
2077,6260
2078,6276
2079,6282
2080,6283
2081,6285
2082,6287
2083,6301
2084,6302
2085,6303
2086,6304
2087,6309
2088,6317
2089,6318
2090,6320
2091,6326
2092,6330
2093,6331
2094,6332
2095,6339
2096,6363
2097,6366
2098,6385
2099,6389
2100,6401
2101,6404
2102,6407
2103,6412
2104,6413
2105,6414
2106,6415
2107,6417
2108,6418
2109,6420
2110,6421
2111,6422
2112,6446
2113,6449
2114,6459
2115,6461
2116,6462
2117,6466
2118,6467
2119,6472
2120,6483
2121,6485
2122,6493
2123,6494
2124,6495
2125,6497
2126,6500
2127,6520
2128,6523
2129,6529
2130,6530
2131,6531
2132,6533
2133,6534
2134,6536
2135,6541
2136,6542
2137,6545
2138,6546
2139,6550
2140,6554
2141,6555
2142,6556
2143,6558
2144,6559
2145,6560
2146,6568
2147,6574
2148,6575
2149,6576
2150,6577
2151,6580
2152,6582
2153,6587
2154,6589
2155,6594
2156,6597
2157,6607
2158,6608
2159,6612
2160,6615
2161,6616
2162,6617
2163,6618
2164,6619
2165,6620
2166,6621
2167,6622
2168,6623
2169,6624
2170,6625
2171,6626
2172,6627
2173,6630
2174,6634
2175,6635
2176,6637
2177,6644
2178,6645
2179,6646
2180,6649
2181,6651
2182,6656
2183,6662
2184,6668
2185,6669
2186,6670
2187,6671
2188,6672
2189,6673
2190,6677
2191,6678
2192,6680
2193,6681
2194,6686
2195,6690
2196,6702
2197,6712
2198,6718
2199,6728
2200,6729
2201,6733
2202,6734
2203,6736
2204,6739
2205,6742
2206,6743
2207,6744
2208,6745
2209,6746
2210,6747
2211,6752
2212,6755
2213,6757
2214,6760
2215,6763
2216,6777
2217,6782
2218,6791
2219,6792
2220,6793
2221,6794
2222,6796
2223,6802
2224,6803
2225,6809
2226,6811
2227,6814
2228,6816
2229,6819
2230,6820
2231,6821
2232,6825
2233,6827
2234,6831
2235,6832
2236,6833
2237,6834
2238,6840
2239,6841
2240,6842
2241,6845
2242,6846
2243,6848
2244,6849
2245,6850
2246,6855
2247,6856
2248,6857
2249,6858
2250,6861
2251,6862
2252,6867
2253,6880
2254,6883
2255,6886
2256,6888
2257,6892
2258,6894
2259,6899
2260,6901
2261,6902
2262,6914
2263,6929
2264,6930
2265,6932
2266,6933
2267,6934
2268,6935
2269,6937
2270,6939
2271,6940
2272,6941
2273,6951
2274,6955
2275,6966
2276,6968
2277,6969
2278,6982
2279,6995
2280,6998
2281,7013
2282,7015
2283,7018
2284,7021
2285,7025
2286,7030
2287,7031
2288,7032
2289,7035
2290,7041
2291,7042
2292,7043
2293,7051
2294,7058
2295,7060
2296,7061
2297,7063
2298,7064
2299,7067
2300,7068
2301,7069
2302,7070
2303,7073
2304,7075
2305,7109
2306,7110
2307,7111
2308,7112
2309,7113
2310,7114
2311,7115
2312,7120
2313,7129
2314,7130
2315,7131
2316,7132
2317,7133
2318,7134
2319,7138
2320,7139
2321,7140
2322,7141
2323,7142
2324,7146
2325,7147
2326,7148
2327,7149
2328,7150
2329,7151
2330,7152
2331,7153
2332,7154
2333,7155
2334,7159
2335,7160
2336,7161
2337,7162
2338,7163
2339,7164
2340,7165
2341,7167
2342,7168
2343,7169
2344,7170
2345,7171
2346,7172
2347,7173
2348,7174
2349,7175
2350,7176
2351,7177
2352,7178
2353,7179
2354,7180
2355,7181
2356,7182
2357,7183
2358,7184
2359,7185
2360,7186
2361,7187
2362,7190
2363,7192
2364,7198
2365,7202
2366,7205
2367,7206
2368,7207
2369,7213
2370,7216
2371,7226
2372,7228
2373,7233
2374,7240
2375,7241
2376,7246
2377,7247
2378,7248
2379,7250
2380,7251
2381,7255
2382,7256
2383,7259
2384,7284
2385,7285
2386,7288
2387,7301
2388,7302
2389,7310
2390,7312
2391,7313
2392,7314
2393,7315
2394,7328
2395,7329
2396,7331
2397,7336
2398,7354
2399,7362
2400,7366
2401,7367
2402,7368
2403,7371
2404,7384
2405,7385
2406,7390
2407,7391
2408,7392
2409,7393
2410,7394
2411,7395
2412,7396
2413,7403
2414,7404
2415,7406
2416,7407
2417,7408
2418,7410
2419,7411
2420,7412
2421,7413
2422,7414
2423,7415
2424,7418
2425,7419
2426,7420
2427,7424
2428,7429
2429,7431
2430,7432
2431,7433
2432,7434
2433,7435
2434,7441
2435,7442
2436,7443
2437,7444
2438,7445
2439,7446
2440,7447
2441,7448
2442,7478
2443,7480
2444,7481
2445,7484
2446,7485
2447,7487
2448,7496
2449,7497
2450,7498
2451,7503
2452,7507
2453,7508
2454,7509
2455,7513
2456,7514
2457,7515
2458,7516
2459,7517
2460,7518
2461,7519
2462,7520
2463,7521
2464,7522
2465,7523
2466,7524
2467,7525
2468,7526
2469,7527
2470,7528
2471,7529
2472,7530
2473,7531
2474,7532
2475,7533
2476,7535
2477,7546
2478,7548
2479,7549
2480,7550
2481,7551
2482,7552
2483,7555
2484,7559
2485,7560
2486,7561
2487,7562
2488,7564
2489,7568
2490,7569
2491,7572
2492,7573
2493,7574
2494,7577
2495,7578
2496,7579
2497,7585
2498,7586
2499,7587
2500,7588
2501,7589
2502,7597
2503,7601
2504,7607
2505,7608
2506,7609
2507,7611
2508,7616
2509,7621
2510,7622
2511,7624
2512,7630
2513,7631
2514,7639
2515,7640
2516,7641
2517,7642
2518,7643
2519,7644
2520,7645
2521,7646
2522,7650
2523,7651
2524,7652
2525,7653
2526,7656
2527,7657
2528,7658
2529,7659
2530,7660
2531,7663
2532,7664
2533,7665
2534,7671
2535,7672
2536,7680
2537,7687
2538,7690
2539,7691
2540,7697
2541,7698
2542,7708
2543,7709
2544,7711
2545,7719
2546,7720
2547,7726
2548,7727
2549,7728
2550,7745
2551,7746
2552,7747
2553,7748
2554,7749
2555,7756
